product_id,product_title,variant_id,variant_title,sku,ean,price_mxn,cost_mxn,brand,vendor_shopify,commission_percent
9692150104385,Hierba del Sapo SHERB Adaptoheal | Apoyo de la función Cardiovascular y Hepática | 150 Cápsulas Vegetales,49288528757057,150 cápsulas,VHMX01474,7503028754298,820.96,,AdaptoHeal,AdaptoHeal,0
9692160098625,Leuzea Adaptógena LZCTA Adaptoheal - Hierba | Potencia la Energía y Resistencia Física | 150 Cápsulas Vegetales,49288569585985,150 cápsulas,VHMX01475,7503028754021,579.92,,AdaptoHeal,AdaptoHeal,0
9687572185409,Maca peruana MAK Adaptoheal 500 mg  | Apoyo de la función Hormonal y Sexual | 150 Cápsulas Vegetales,49267731267905,150 cápsulas,VHMX01476,7503028754045,580.21,,AdaptoHeal,AdaptoHeal,0
9692694446401,Melissa cápsulas Adaptoheal 500 mg | Propiedades calmantes que ayudan a reducir el estrés y promover la relajación | 150 Cápsulas Vegetales,49290415014209,150 cápsulas,VHMX01477,7503028754250,713.58,,AdaptoHeal,AdaptoHeal,0
9665674445121,"MSM (metilsulfonilmetano) 500mg de Adaptoheal | Fortalece Articulaciones, Cabello, Piel y Uñas | 150 Cápsulas Vegetales",49181650780481,150 cápsulas,VHMX01451,7503028754366,632.57,,AdaptoHeal,AdaptoHeal,0
9692723675457,Noni en cápsulas 500 mg Adaptoheal | Propiedades antioxidantes y antiinflamatorias - Sistema Inmune | 150 Cápsulas Vegetales,49290551394625,150 cápsulas,VHMX01479,7503028754182,539.8,,AdaptoHeal,AdaptoHeal,0
9692728197441,Ñame Silvestre SILV Adaptoheal 500 mg  | Propiedades para equilibrar los niveles hormonales y aliviar síndrome premenstrual y menopausia | 150 Cápsulas Vegetales,49290564272449,150 cápsulas,VHMX01480,7503028754335,514.09,,AdaptoHeal,AdaptoHeal,0
9689079972161,Raíz de Suma SU 500mg  Adaptóheal | Incrementa la Energía y Vitalidad - Refuerza Sistema Inmune | 150 Cápsulas Vegetales,49276934783297,150 cápsulas,VHMX01488,7503028754106,953.48,,AdaptoHeal,AdaptoHeal,0
9692759523649,Reishi RSHI Adaptoheal 500mg  | Refuerzo del sistema inmunológico - Estrés y calidad del sueño | 150 Cápsulas Vegetales,49290700751169,150 cápsulas,VHMX01483,7503028754120,812,,AdaptoHeal,AdaptoHeal,0
9692742779201,Rhodiola Rosea 500mg Adaptoheal | Resistencia al Estrés y Vitalidad | 150 Cápsulas Vegetales,49290614145345,150 cápsulas,VHMX01481,7503028754441,575.78,,AdaptoHeal,AdaptoHeal,0
9692777939265,"Salvia SVIA 500 mg Adaptoheal | Apoyo a la función Cognitiva, Memoria y Concentración | 150 Cápsulas Vegetales",49290764779841,150 cápsulas,VHMX01484,7503028754380,938.55,,AdaptoHeal,AdaptoHeal,0
9688617386305,Saw Palmetto SWTO 500 mg Adaptoheal | Apoya la función de la próstata - Bienestar Masculino | 150 Cápsulas Vegetales,49275051311425,150 cápsulas,VHMX01485,7503028754243,906.93,,AdaptoHeal,AdaptoHeal,0
9692236874049,Schizandra SHINR 500 mg Adaptoheal | Promueve el bienestar Hepático y la Vitalidad | 150 Cápsulas Vegetales,49288928854337,150 cápsulas,VHMX01487,7503028754076,693.1,,AdaptoHeal,AdaptoHeal,0
9692226748737,Shiitake 500mg Adaptóheal |  Propiedades inmunológicas - Antioxidantes | 150 Cápsulas Vegetales,49288876982593,150 cápsulas,VHMX01486,7503028754151,707.43,,AdaptoHeal,AdaptoHeal,0
9692220522817,Uña de Gato UDG 500 mg Adaptoheal | Fortalece la función Óseo Articular - Antioxidante | 150 Cápsulas Vegetales,49288843297089,150 cápsulas,VHMX01490,7503028754175,567.96,,AdaptoHeal,AdaptoHeal,0
9686451814721,Vitex VTX  500 mg  Adaptoheal  | Bienestar femenino | 150 cápsulas Vegetales,49263817916737,150 cápsulas,VHMX01492,7503028754168,599.75,,AdaptoHeal,AdaptoHeal,0
9692197192001,Yerba Mate YBM 500 mg Adaptoheal | Bienestar Digestivo - Energía y Control de peso | 150 Cápsulas Vegetales,49288690106689,150 cápsulas,VHMX01493,7503028754052,472.31,,AdaptoHeal,AdaptoHeal,0
9692182479169,Zarzaparrilla 500 mg Adaptoheal | Bienestar Digestivo y Urinaria | 150 Cápsulas Vegetales,49288642855233,150 cápsulas,VHMX01494,7503028754274,590.55,,AdaptoHeal,AdaptoHeal,0
9942958539073,BCAA Glutamina + L- Carnitina de AMZ | 420g,50494602969409,Lima,VHMX01957,7502227878910,629,,AMZ Nutrition,AMZ Nutrition,0
9942958539073,BCAA Glutamina + L- Carnitina de AMZ | 420g,50923311628609,Limón,VHMX01958,7502227878903,629,,AMZ Nutrition,AMZ Nutrition,0
9942958539073,BCAA Glutamina + L- Carnitina de AMZ | 420g,50923311661377,Naranja,VHMX01959,7502227878897,629,,AMZ Nutrition,AMZ Nutrition,0
9944508662081,Colágeno Hidrolizado de AMZ | Hydrolyzed Collagen | 500g o 1kg,50923311595841,1 kg,VHMX01956,7502227878934,1120,,AMZ Nutrition,AMZ Nutrition,0
9944508662081,Colágeno Hidrolizado de AMZ | Hydrolyzed Collagen | 500g o 1kg,50498808774977,500 gr,VHMX01955,7502227878927,760,,AMZ Nutrition,AMZ Nutrition,0
9944498798913,Creatina Monohidratada AMZ Pure Creatine | 100 0 200 porciones,50498778693953,1 kg,VHMX01954,7502227878880,900,,AMZ Nutrition,AMZ Nutrition,0
9944498798913,Creatina Monohidratada AMZ Pure Creatine | 100 0 200 porciones,50498778726721,500 gr,VHMX01953,7502227879108,530,,AMZ Nutrition,AMZ Nutrition,0
10028739985729,N-acetilcisteína (NAC) 1000 mg | Apoyo Antioxidante y Hepático | 60 Cápsulas,50880890929473,60 Cápsulas,VHMX01961,7503039097124,370,,AMZ Nutrition,AMZ Nutrition,0
10028726387009,"Nicotinamida Adenina Dinucleótido, NAD⁺ de Migh | Apoya la regeneración y reparación del ADN |  60 cápsulas",50880876708161,60 cápsulas,VHMX01960,7503039097971,260,,AMZ Nutrition,AMZ Nutrition,0
9941580316993,Potasio + Magnesio + Zinc de AMZ Nutrition | Apoya el metabolismo muscular y la función neuromuscular | 60 cápsulas,50488751161665,60 cápsulas,VHMX01964,7503039097094,299,,AMZ Nutrition,AMZ Nutrition,0
10288365896001,Pre Workout AMZ Sabor Sandía Polvo | Rendimiento Deportivo | 450g,51858789957953,450G / Ponche de frutas,VHMX02740,7503039097025,600,,AMZ Nutrition,AMZ Nutrition,0
10288365896001,Pre Workout AMZ Sabor Sandía Polvo | Rendimiento Deportivo | 450g,51858789925185,450G / Sandía,VHMX02739,7503039097018,600,,AMZ Nutrition,AMZ Nutrition,0
10288365896001,Pre Workout AMZ Sabor Sandía Polvo | Rendimiento Deportivo | 450g,51858789892417,450G / Uva,VHMX02738,7503039097001,600,,AMZ Nutrition,AMZ Nutrition,0
9942160310593,Probióticos Simbiotic AMZ Nutrition | Apoya la digestión | 60 cápsulas,50491182448961,60 cápsulas,VHMX01962,7503039097193,310,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493803954497,1.617KG / Banana,VHMX01952,7503039097933,948.94,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493803856193,1.617KG / Chocolate,VHMX01950,7503039097919,948.94,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493804020033,1.617KG / Fresa,VHMX01949,7503039097902,948.94,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493804085569,1.617KG / Vainilla,VHMX01951,7503039097926,948.94,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493803921729,2.310KG / Banana,VHMX01946,7502227878866,1249,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493803823425,2.310KG / Chocolate,VHMX01944,7502227878859,1249,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493803987265,2.310KG / Fresa,VHMX01947,7503039097308,1249,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493803888961,2.310KG / Natural,VHMX01945,7502227878842,1249,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",50493804052801,2.310KG / Vainilla,VHMX01948,7502227878873,1249,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",51856590930241,925G / Banana,VHMX02732,7502227877234,649,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",51856590897473,925G / Chocolate,VHMX02734,7502227877210,649,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",51856590995777,925G / Natural,VHMX02735,7502227877258,649,,AMZ Nutrition,AMZ Nutrition,0
9942875046209,"Proteína Hidrolizada de Suero Isolate Whey Protein  AMZ Nutrition | Recuperación muscular | 925g, 1.6kg o 2.3 kg",51856590963009,925G / Vainilla,VHMX02733,7502227877197,649,,AMZ Nutrition,AMZ Nutrition,0
10288343220545,"Proteína Vegana AMZ Isolated | Mantenimiento de la masa muscular, recuperación | Polvo 925g",51858742870337,925G / Chocolate,VHMX02736,7502227879009,699,,AMZ Nutrition,AMZ Nutrition,0
10288343220545,"Proteína Vegana AMZ Isolated | Mantenimiento de la masa muscular, recuperación | Polvo 925g",51919504474433,925G / Lata de chocolate,VHMX02752,07503039098848,999,,AMZ Nutrition,AMZ Nutrition,0
10288343220545,"Proteína Vegana AMZ Isolated | Mantenimiento de la masa muscular, recuperación | Polvo 925g",51919504507201,925G / Lata de vainilla,VHMX02753,07503039098848,999,,AMZ Nutrition,AMZ Nutrition,0
10288343220545,"Proteína Vegana AMZ Isolated | Mantenimiento de la masa muscular, recuperación | Polvo 925g",51858742837569,925G / Vainilla,VHMX02737,7502227878996,699,,AMZ Nutrition,AMZ Nutrition,0
9941591884097,Tongkat Ali 200:1 con Arginina AMZ Nutrition | Apoya la vitalidad masculina y el rendimiento físico | 60 cápsulas,50488813322561,60 cápsulas,VHMX01963,7503039097742,350,,AMZ Nutrition,AMZ Nutrition,0
10129053811009,Berberina Equilibrium de Bfit | Equilibrio Metabólico |  120 caps,51285033255233,120 Cápsulas,VHMX02641,7503036646936,749,,B FIT,B FIT,0
10240775848257,"Cola de caballo Diuren de B-fit | Apoya bienestar general, sistema urinario | 60 cápsulas",51686367330625,60 cápsulas,VHMX02704,7503036646158,579,,B FIT,B FIT,0
10240679838017,"Colágeno B-fit | Apoya elasticidad de la piel, cabello y uñas | Polvo 360g",51685958418753,360 g,VHMX02702,7503056453491,1099,,B FIT,B FIT,0
10240821068097,"Creatina monohidratada pura B-fit | Apoya fuerza muscular, rendimiento físico | Polvo 450 g",51686465601857,450 g,VHMX02706,7503036646790,429,,B FIT,B FIT,0
10240750944577,"Cúrcuma Dig3-ST B-fit | Apoya metabolismo digestivo, confort abdominal | 90 cápsulas",51686304416065,90 cápsulas,VHMX02703,7503036646646,445,,B FIT,B FIT,0
10240843874625,Inositol B-fit Myo & D-Chiro | Apoyo Hormonal Femenino | 369g,51686527238465,369 g (90 días),VHMX02707,7503036646790,979,,B FIT,B FIT,0
10129051877697,Inositol Femme de B Fit | Myo y D Chiro Inositol con N-acetilcisteína (NAC) y Quatrefolic® | 150 g,51285017592129,150 g,VHMX02637,7503036646141,749,,B FIT,B FIT,0
10240824770881,Intimelle B-fit Probióticos Femeninos | Bienestar Íntimo y Digestivo | 60 cápsulas,51686470615361,60 cápsulas,VHMX02705,7503056453453,499,,B FIT,B FIT,0
10240606142785,"Isoflavonas 45+ Femme de B-fit  | Equilibrio femenino, apoya etapa de menopausia  | 60 cápsulas",51685602230593,60 cápsulas,VHMX02701,7503056453545,599,,B FIT,B FIT,0
10129051746625,Just inositol de B Fit |  Myo & D chiro Inositol 40:1 Caronositol® | 220 Cápsulas,51285017297217,220 Cápsulas,VHMX02636,7503050636500,699,,B FIT,B FIT,0
